"Disease","Fiscal Year","Gender","Age Group","Population","Incidence","Prevalence","Mortality with Disease","Mortality without Disease","Hospitalization with Disease: Person Count","Hospitalization with Disease: Separation Count","Hospitalization with Disease: Days Stay","Hospitalization without Disease: Person Count","Hospitalization without Disease: Separation Count","Hospitalization without Disease: Days Stay","Physician Visit with Disease: Person Count","Physician Visit with Disease: Visit Count","Physician Visit without Disease: Person Count","Physician Visit without Disease: Visit Count","General Physician Visit with Disease: Person Count","General Physician Visit with Disease: Visit Count","General Physician Visit without Disease: Person Count","General Physician Visit without Disease: Visit Count","Specialist Visit with Disease: Person Count","Specialist Visit with Disease: Visit Count","Specialist Visit without Disease: Person Count","Specialist Visit without Disease: Visit Count"
MoodAnxiety_Disorder,2004,F,10 to 14,1075500,,31980,,,2754,3960,32094,12882,16038,60558,31968,265656,573390,2126850,30078,152526,525624,1535382,20364,113034,231918,589794
MoodAnxiety_Disorder,2004,F,15 to 19,1066842,,98460,,,11184,16032,101934,29016,36042,118368,98442,1048470,600504,3032994,96846,722166,576516,2346522,60492,325728,245790,684174
MoodAnxiety_Disorder,2004,F,20 to 24,1097994,,141666,,,18624,25974,133254,61512,74292,205260,141660,1713630,597540,3770568,140664,1221516,582636,2849310,91188,491478,274734,918678
MoodAnxiety_Disorder,2004,F,25 to 29,1092342,,164160,,,26916,35586,169260,103350,119922,329154,164148,2169582,576606,4315122,163032,1478922,559494,2964726,112404,689910,312270,1347978
MoodAnxiety_Disorder,2004,F,30 to 34,1144284,,189756,,,30564,39672,202572,107586,122976,349578,189744,2567484,602256,4708350,188442,1705152,582108,3074436,132054,861534,348834,1631370
MoodAnxiety_Disorder,2004,F,35 to 39,1250940,,217110,,,25170,34002,205044,65892,76410,246078,217104,2849460,633114,4458756,215442,1896222,611526,2989662,151050,952080,361932,1466796
MoodAnxiety_Disorder,2004,F,40 to 44,1428990,,257100,,,23064,32508,247512,43896,53136,223488,257088,3376038,714000,4814640,254772,2222364,688464,3282432,184422,1152360,426270,1529580
MoodAnxiety_Disorder,2004,F,45 to 49,1343142,,246462,,,21780,31386,256902,39708,49962,243252,246450,3409746,673938,4824876,244098,2181240,648672,3249966,185094,1227294,428730,1572582
MoodAnxiety_Disorder,2004,F,50 to 54,1166328,,214986,,,19782,29046,249300,38652,50364,304584,214980,3193524,599838,4793634,212910,1979298,577596,3160518,170736,1213362,407562,1631166
MoodAnxiety_Disorder,2004,F,55 to 59,1007994,,176652,,,18096,26688,231768,41202,55506,347232,176646,2750898,533340,4715634,175122,1685424,515166,3063504,144168,1064676,377052,1650492
MoodAnxiety_Disorder,2004,F,60 to 64,764334,,121110,,,14850,22734,222966,41646,57336,390888,121110,2032788,417714,4133622,120228,1232934,404736,2645106,101556,799386,306786,1486812
MoodAnxiety_Disorder,2004,F,65 to 69,622740,,91584,,,14136,22038,231690,45018,64344,501228,91584,1696206,358272,4068966,90978,1024230,348714,2583108,78792,671496,273138,1484166
MoodAnxiety_Disorder,2004,F,70 to 74,566832,,81978,,,15582,24888,300846,54534,78972,677616,81972,1680456,327516,4229886,81522,1028742,319578,2680026,71472,651312,256686,1548000
MoodAnxiety_Disorder,2004,F,75 to 79,494088,,72864,,,17076,27462,339846,61368,91002,881316,72864,1646568,288930,4241100,72432,1041168,282204,2742912,64056,605130,229938,1496922
MoodAnxiety_Disorder,2004,F,80 to 84,392868,,58560,,,16656,27138,366036,61488,91422,1014624,58554,1457580,235266,3809694,58248,981678,229980,2605200,50820,475590,184068,1203654
MoodAnxiety_Disorder,2004,F,85+,356316,,45966,,,15456,24384,379062,70356,102936,1348062,45966,1255218,212340,3840330,45732,937806,208128,2965836,37386,317244,148176,873702
MoodAnxiety_Disorder,2004,M,<1,242700,,1674,,,978,1236,5604,134214,155418,536916,1674,24792,196746,1975818,1632,16374,172998,1213542,1206,8388,130530,761118
MoodAnxiety_Disorder,2004,M,1 to 4,719538,,6204,,,426,606,2130,30408,38076,103662,6204,61452,498966,3172998,5910,38670,452670,2182848,4200,22776,262536,987960
MoodAnxiety_Disorder,2004,M,5 to 9,999912,,18828,,,786,1074,8532,18618,22362,68322,18828,149724,603096,2598024,16968,74196,538086,1758522,13710,75492,287166,837762
MoodAnxiety_Disorder,2004,M,10 to 14,1133040,,31572,,,1932,2610,21360,16998,20496,71262,31566,249186,609774,2349498,28566,126030,549912,1589310,22410,123048,279642,758598
MoodAnxiety_Disorder,2004,M,15 to 19,1122828,,55332,,,5604,8112,82374,19542,23622,101052,55308,470226,570246,2165352,53076,272826,532566,1538268,33888,197250,239646,625674
MoodAnxiety_Disorder,2004,M,20 to 24,1134642,,77370,,,7290,11100,130470,17742,21342,105978,77352,703236,493026,1867260,75396,444708,468600,1384650,43860,258330,192870,481320
MoodAnxiety_Disorder,2004,M,25 to 29,1095120,,85140,,,7230,11034,121176,16092,19632,105624,85110,839742,460338,1880286,83022,548892,437544,1381554,49044,290568,190656,497454
MoodAnxiety_Disorder,2004,M,30 to 34,1149600,,99048,,,8028,12126,125808,18102,22272,129330,99030,1030938,511080,2291262,96924,686880,485922,1663848,59238,343740,228870,626076
MoodAnxiety_Disorder,2004,M,35 to 39,1263384,,117474,,,9726,14832,151080,22302,27936,154662,117456,1330050,571788,2820930,115074,884730,544248,2020692,73830,445044,274776,798516
MoodAnxiety_Disorder,2004,M,40 to 44,1444110,,143082,,,12804,19458,188136,30558,39420,224310,143064,1714896,669516,3594456,140172,1122474,638040,2531238,93792,592158,341142,1061286
MoodAnxiety_Disorder,2004,M,45 to 49,1345602,,137766,,,13422,21030,196662,37050,49566,300054,137754,1767570,644898,3822924,135054,1137180,615018,2634792,93702,630072,347838,1186308
MoodAnxiety_Disorder,2004,M,50 to 54,1158042,,122652,,,13452,21402,210972,42780,58806,366780,122640,1692750,587040,3968028,120384,1047390,560592,2659452,88338,645066,341604,1306374
MoodAnxiety_Disorder,2004,M,55 to 59,998484,,104064,,,13320,21384,213384,51438,72684,475194,104058,1568904,536418,4211142,102450,944106,513654,2734518,79194,624420,339402,1474662
MoodAnxiety_Disorder,2004,M,60 to 64,746046,,71916,,,11718,19260,203022,53298,77322,543150,71916,1229310,421848,3913920,71064,724962,405384,2474436,57900,504102,288588,1437510
MoodAnxiety_Disorder,2004,M,65 to 69,584166,,52956,,,10686,18024,192324,56922,84996,630594,52950,1038768,354432,3976848,52428,607626,343116,2464536,44640,430992,259908,1510680
MoodAnxiety_Disorder,2004,M,70 to 74,501816,,46866,,,11526,20100,233958,63858,98196,816084,46860,1064286,311172,4151808,46506,623706,302370,2550456,40974,440346,241038,1599030
MoodAnxiety_Disorder,2004,M,75 to 79,381702,,39042,,,11610,20166,257208,62064,97026,907926,39042,995574,239670,3747840,38766,597630,233586,2318898,34764,397830,192696,1427340
MoodAnxiety_Disorder,2004,M,80 to 84,246786,,27378,,,9306,15930,216948,49728,78330,801084,27378,758586,157392,2777868,27240,479742,153858,1789752,24366,278622,127494,986928
MoodAnxiety_Disorder,2004,M,85+,160728,,17508,,,7008,11808,167682,39078,60162,714246,17508,514950,99816,1890216,17418,358506,97710,1338672,15078,156384,76092,550950
MoodAnxiety_Disorder,2005,F,<1,233856,,1518,,,870,1074,4926,126720,140904,459600,1518,21456,190632,1745178,1458,13386,166248,1093860,1086,8058,119232,649794
MoodAnxiety_Disorder,2005,F,1 to 4,690546,,5316,,,276,420,3270,24138,29628,82290,5316,47886,479538,2879346,5070,33036,434364,2040078,3180,14844,233304,836388
MoodAnxiety_Disorder,2005,F,5 to 9,934002,,12960,,,432,612,3390,14826,17802,48180,12960,95250,574740,2433024,11940,56310,520020,1750722,8412,38886,244908,680304
MoodAnxiety_Disorder,2005,F,10 to 14,1068870,,31650,,,2568,3588,28362,12846,16044,59916,31644,265194,590742,2256450,29772,152598,544266,1643172,20508,112242,236472,611040
MoodAnxiety_Disorder,2005,F,15 to 19,1086000,,98622,,,11292,15900,102648,28962,35838,119562,98592,1062876,618372,3159936,96876,724704,594300,2443686,61956,337368,254592,712548
MoodAnxiety_Disorder,2005,F,20 to 24,1113342,,144096,,,19224,26490,143538,61908,74412,207012,144084,1754418,610968,3893886,143010,1244268,595650,2928588,93324,509160,283554,960624
MoodAnxiety_Disorder,2005,F,25 to 29,1109328,,166512,,,27966,36912,187452,104346,120600,330744,166494,2229756,583908,4415574,165282,1510770,566952,3022314,115008,717822,318930,1389084
MoodAnxiety_Disorder,2005,F,30 to 34,1144398,,191268,,,30966,40044,201870,109248,124068,356538,191262,2604438,602046,4788186,189774,1719612,582738,3106404,134964,883752,352842,1677960
MoodAnxiety_Disorder,2005,F,35 to 39,1232166,,213648,,,24606,33240,209280,66630,77286,274356,213630,2809692,630318,4540722,211818,1859724,610026,3026082,149718,948522,362928,1510854
MoodAnxiety_Disorder,2005,F,40 to 44,1428564,,256164,,,22776,32208,246618,43674,53028,252594,256152,3384126,717834,4931742,253920,2215248,694212,3347058,185436,1167624,432960,1581138
MoodAnxiety_Disorder,2005,F,45 to 49,1371846,,250752,,,21708,31290,262914,40026,50382,268356,250740,3472338,693696,5053944,248436,2215554,670338,3383550,189228,1255458,444954,1667286
MoodAnxiety_Disorder,2005,F,50 to 54,1207704,,221292,,,19806,28836,265548,39234,51204,304992,221286,3276888,623004,5037216,219114,2023758,602724,3304956,176238,1251996,425718,1729308
MoodAnxiety_Disorder,2005,F,55 to 59,1055034,,184842,,,18660,27732,264024,42876,57396,383958,184842,2896692,562476,5020902,183216,1756938,545400,3238722,151548,1138806,399168,1779672
MoodAnxiety_Disorder,2005,F,60 to 64,795630,,126684,,,15504,23658,238410,42498,58968,437586,126684,2131920,432552,4338228,125688,1281918,420840,2756046,106716,849396,319188,1579884
MoodAnxiety_Disorder,2005,F,65 to 69,635928,,94050,,,14358,22584,246516,45768,65172,510120,94044,1758030,366666,4229184,93450,1055802,358110,2656170,81336,701682,281988,1570224
MoodAnxiety_Disorder,2005,F,70 to 74,565944,,82110,,,15618,24942,297162,53466,77388,665142,82110,1706466,327876,4315890,81612,1037370,320970,2709144,71988,668478,259158,1604358
MoodAnxiety_Disorder,2005,F,75 to 79,497928,,73734,,,17148,27528,350808,61194,89952,885654,73734,1692888,290982,4350360,73332,1059918,285372,2786928,64926,632442,233568,1561458
MoodAnxiety_Disorder,2005,F,80 to 84,398052,,59220,,,16458,26304,365016,61122,90744,1043946,59220,1486008,236700,3927564,58938,990510,232200,2668566,51804,495186,186666,1257438
MoodAnxiety_Disorder,2005,F,85+,377580,,49122,,,16350,25842,404886,72654,105954,1387254,49122,1367868,224790,4161126,48906,1023912,220950,3191526,40290,343626,159150,968256
MoodAnxiety_Disorder,2005,M,<1,245628,,1644,,,972,1236,5382,135114,155382,532314,1644,24750,200466,1986066,1566,15276,175680,1209606,1266,9264,133440,774306
MoodAnxiety_Disorder,2005,M,1 to 4,724608,,6516,,,402,570,2208,31932,39738,107448,6516,62946,507558,3308244,6198,41100,460926,2276808,4374,21828,271068,1028556
MoodAnxiety_Disorder,2005,M,5 to 9,982218,,18846,,,810,1074,7704,19302,23256,66768,18846,153858,606246,2708298,17100,78084,543750,1843872,13812,75738,289812,862044
MoodAnxiety_Disorder,2005,M,10 to 14,1126692,,31650,,,1998,2712,21864,16788,20460,73656,31644,256788,627696,2493972,28836,130110,569952,1710828,22494,126564,284688,780840
MoodAnxiety_Disorder,2005,M,15 to 19,1141260,,56376,,,5760,8148,81690,20070,24216,105186,56352,483462,595470,2317764,54084,280548,558396,1654608,34950,202284,250158,660840
MoodAnxiety_Disorder,2005,M,20 to 24,1149702,,79692,,,7374,11154,146040,17772,21348,123798,79674,730110,513378,1970304,77556,460308,488844,1464198,45762,269388,200940,504348
MoodAnxiety_Disorder,2005,M,25 to 29,1110390,,86652,,,7518,11322,144780,16266,19860,121056,86634,862758,470106,1957104,84552,560304,447240,1437540,50388,302166,195390,517998
MoodAnxiety_Disorder,2005,M,30 to 34,1146654,,99378,,,8004,12060,129120,17610,21738,149538,99348,1031226,512190,2318964,97140,685398,487584,1680360,59778,345330,230466,636456
MoodAnxiety_Disorder,2005,M,35 to 39,1242660,,115710,,,9534,14622,154680,21624,27120,187746,115692,1307820,568812,2838624,113214,865104,542208,2031666,73284,442110,274044,804870
MoodAnxiety_Disorder,2005,M,40 to 44,1446480,,142482,,,12618,19302,206880,30372,39204,294630,142470,1717128,674172,3672672,139644,1119594,644010,2576304,94152,597042,345126,1093722
MoodAnxiety_Disorder,2005,M,45 to 49,1376928,,139884,,,13482,20994,210798,36816,49056,396936,139878,1799748,667056,3978636,137160,1146936,637878,2738634,95904,652230,360858,1237542
MoodAnxiety_Disorder,2005,M,50 to 54,1198302,,126366,,,14076,22098,233088,43338,59766,437946,126360,1759020,611622,4165488,124038,1087692,585816,2771880,91488,670968,358074,1390992
MoodAnxiety_Disorder,2005,M,55 to 59,1044156,,108414,,,13974,22470,231288,53052,74760,558774,108408,1643520,566766,4495968,106680,980286,544872,2898762,83136,662640,360654,1594416
MoodAnxiety_Disorder,2005,M,60 to 64,777954,,74922,,,11970,19500,208260,55296,80088,592716,74922,1279212,440640,4161426,73950,745668,425370,2601522,60600,533298,304050,1557066
MoodAnxiety_Disorder,2005,M,65 to 69,598278,,54228,,,10938,18294,195444,57552,85764,673308,54228,1073718,363852,4133226,53700,620130,353172,2540994,45930,453396,269430,1590210
MoodAnxiety_Disorder,2005,M,70 to 74,504354,,46920,,,11538,19740,229416,63276,96816,805824,46914,1070622,313092,4237578,46560,623820,305340,2578050,41196,446448,244644,1656186
MoodAnxiety_Disorder,2005,M,75 to 79,392592,,39930,,,11784,20424,258714,62844,98430,925656,39930,1027686,246948,3937608,39648,616146,241560,2412426,35712,411342,200514,1523052
MoodAnxiety_Disorder,2005,M,80 to 84,255084,,28308,,,9522,16578,220458,49824,78282,815736,28308,800226,161082,2902152,28146,510816,157848,1850718,25368,289206,131742,1049382
MoodAnxiety_Disorder,2005,M,85+,173034,,19002,,,7458,12708,182646,40830,62856,749586,19002,578838,107058,2085636,18906,401940,104958,1467660,16452,176640,82926,616524
MoodAnxiety_Disorder,2006,F,<1,240180,,1422,,,858,1086,4740,131160,146052,469956,1422,20058,195450,1787994,1380,12414,170454,1107810,1026,7620,125268,678948
MoodAnxiety_Disorder,2006,F,1 to 4,698520,,5160,,,228,336,1380,22488,28044,82848,5160,43752,478284,2730636,4896,30198,430938,1912458,3060,13482,232266,815106
MoodAnxiety_Disorder,2006,F,5 to 9,920244,,12666,,,402,552,3708,13344,16134,47880,12666,89598,550896,2200494,11544,50820,493704,1552098,8346,38754,236856,646290
MoodAnxiety_Disorder,2006,F,10 to 14,1056138,,30090,,,2424,3498,27420,12048,14922,58752,30084,245838,566718,2098638,28086,136956,517806,1495008,19518,108750,232650,601380
MoodAnxiety_Disorder,2006,F,15 to 19,1103004,,96186,,,10206,13902,86076,29502,36336,122460,96174,1009974,617172,3088800,94290,677898,591114,2355912,60438,331068,255612,728466
MoodAnxiety_Disorder,2006,F,20 to 24,1126002,,142968,,,17454,23448,109854,63042,75516,205650,142950,1705530,617802,3869076,141690,1199976,600600,2879022,92172,504576,287604,984570
MoodAnxiety_Disorder,2006,F,25 to 29,1135230,,165240,,,25650,33336,146280,107442,123492,326958,165228,2170806,594480,4464900,163902,1459152,575976,3024582,113976,710592,326154,1435572
MoodAnxiety_Disorder,2006,F,30 to 34,1143306,,186318,,,28632,35796,153312,111666,126774,348990,186312,2492100,598644,4762764,184746,1634436,577896,3036552,130926,856494,353664,1722018
MoodAnxiety_Disorder,2006,F,35 to 39,1231248,,208866,,,22530,29394,151800,68538,78996,246636,208854,2709300,631098,4560906,206994,1778700,609348,2984682,146442,929346,367776,1572090
MoodAnxiety_Disorder,2006,F,40 to 44,1407954,,246102,,,19530,26622,173898,42558,51474,207138,246096,3194640,709134,4868268,243726,2077650,684270,3260424,178236,1115646,433254,1604640
MoodAnxiety_Disorder,2006,F,45 to 49,1400802,,250590,,,19254,27078,201972,39888,49878,228396,250578,3404940,709122,5139114,248070,2164530,683712,3398988,189102,1238982,458142,1736586
MoodAnxiety_Disorder,2006,F,50 to 54,1247394,,225198,,,18552,26358,203832,39972,51912,280236,225198,3274170,645354,5195634,222948,2014512,622914,3372726,178734,1258326,441942,1820046
MoodAnxiety_Disorder,2006,F,55 to 59,1088334,,187722,,,17646,25764,221376,43026,57618,346758,187722,2893452,581208,5137236,185988,1741050,562812,3283524,153192,1151370,413028,1851078
MoodAnxiety_Disorder,2006,F,60 to 64,840900,,132564,,,14988,22512,211524,44064,60762,404898,132558,2198010,458166,4567200,131508,1307472,445044,2869452,111384,889878,339558,1695408
MoodAnxiety_Disorder,2006,F,65 to 69,655524,,95952,,,13842,21264,224274,45954,65028,490914,95952,1764786,377598,4324698,95286,1044276,368472,2687610,82824,719934,290772,1634196
MoodAnxiety_Disorder,2006,F,70 to 74,567012,,80700,,,14556,22992,254904,52536,75924,647166,80694,1653702,330726,4326078,80196,990486,323652,2676384,70776,662724,262356,1647570
MoodAnxiety_Disorder,2006,F,75 to 79,501954,,72474,,,15900,25500,319650,60864,89604,872118,72474,1631106,294120,4349934,72048,1005498,288108,2733348,63942,624942,236550,1614174
MoodAnxiety_Disorder,2006,F,80 to 84,404400,,58278,,,15756,25146,352848,60726,89712,1004994,58278,1438572,240306,3896748,58008,933432,235758,2576646,51042,504828,190248,1318416
MoodAnxiety_Disorder,2006,F,85+,399858,,49386,,,16140,25470,405480,76200,110616,1475112,49386,1310874,238608,4174770,49170,945672,234420,3104610,40482,364764,169842,1068498
MoodAnxiety_Disorder,2006,M,<1,252144,,1626,,,954,1218,4500,140376,161898,550008,1626,23400,205584,2034120,1578,14832,179994,1227240,1248,8556,139824,804798
MoodAnxiety_Disorder,2006,M,1 to 4,732618,,6210,,,318,504,2460,29088,36144,102318,6210,58230,506844,3143064,5880,37164,458148,2136120,4158,21060,269814,1003458
MoodAnxiety_Disorder,2006,M,5 to 9,968334,,18288,,,726,996,6996,17028,20670,59970,18288,141468,582654,2457624,16392,70554,517014,1639944,13344,70890,280248,815436
MoodAnxiety_Disorder,2006,M,10 to 14,1113582,,30780,,,1896,2598,23268,15444,18690,66654,30774,244242,603270,2323014,27852,118848,542322,1554378,22026,125310,279354,766560
MoodAnxiety_Disorder,2006,M,15 to 19,1158336,,55968,,,4698,6630,61524,19362,23400,96936,55956,475170,586116,2243556,53466,272040,546474,1574988,34914,202386,250284,666396
MoodAnxiety_Disorder,2006,M,20 to 24,1163502,,79032,,,5568,8202,91122,17430,20862,101916,79014,720492,513864,1972770,76818,451074,487800,1449528,45144,268878,204222,521376
MoodAnxiety_Disorder,2006,M,25 to 29,1131006,,86430,,,5676,8184,86376,15732,19290,104286,86412,847518,471192,1957302,84240,549222,446898,1427298,50172,297996,197190,528432
MoodAnxiety_Disorder,2006,M,30 to 34,1142958,,96804,,,6372,9372,82824,17010,20910,103320,96792,999624,503964,2283024,94536,659778,478674,1637718,57900,339468,227262,643212
MoodAnxiety_Disorder,2006,M,35 to 39,1239474,,113202,,,7620,11502,99168,20778,26226,130350,113190,1253898,565104,2801646,110688,825870,537378,1991814,71448,427506,272874,807630
MoodAnxiety_Disorder,2006,M,40 to 44,1427256,,137670,,,10392,15798,139608,28734,36984,194796,137652,1640706,660996,3597204,134748,1062750,630180,2502792,90948,577362,340458,1091628
MoodAnxiety_Disorder,2006,M,45 to 49,1406700,,139950,,,11928,18294,159504,36450,48498,267798,139938,1772244,677976,4052634,137154,1125822,647046,2759298,95862,646032,368964,1290936
MoodAnxiety_Disorder,2006,M,50 to 54,1238262,,126984,,,12606,19698,184620,44106,60462,355224,126978,1744344,631410,4308960,124626,1071414,603720,2847606,91614,672516,372024,1458642
MoodAnxiety_Disorder,2006,M,55 to 59,1075506,,109494,,,13122,20838,200010,52842,74016,460638,109488,1647966,583476,4618446,107676,974550,559692,2949456,83580,672810,372336,1665684
MoodAnxiety_Disorder,2006,M,60 to 64,822006,,78396,,,11736,19140,192258,56892,81702,551640,78390,1320612,466266,4390230,77316,759150,449328,2715372,63384,561036,322938,1671834
MoodAnxiety_Disorder,2006,M,65 to 69,618804,,54954,,,10596,17712,197724,57990,85680,627504,54954,1080732,374226,4242606,54390,615462,362892,2570724,46746,464982,278010,1669548
MoodAnxiety_Disorder,2006,M,70 to 74,509040,,46074,,,10872,18588,209922,61788,93798,779652,46074,1043634,316650,4272378,45714,596442,308646,2563974,40536,446640,248760,1705356
MoodAnxiety_Disorder,2006,M,75 to 79,403464,,39726,,,11178,19122,234900,63186,97902,903828,39726,1010772,254442,4028226,39462,590520,248766,2424618,35490,419838,206706,1601808
MoodAnxiety_Disorder,2006,M,80 to 84,264630,,28104,,,9306,16008,220458,50574,78882,826080,28104,784560,166734,2975754,27972,485460,163284,1862694,25248,299058,136776,1111410
